,edition,folder,filename,width,height,quality,untruth-count,item,class,xmin,ymin,xmax,ymax,score,aspect,quality,box-score,class-error,class-error-score
447,_,tiled,tiled_s_1440x810@320x180_0_21-(2).jpg,320,180,,,1,blackbird,148,27,220,74,0,,,,,
448,_,tiled,tiled_s_1440x810@320x180_0_21-(2).jpg,320,180,,,2,mouse,169,115,199,166,0,,,,,
449,_,tiled,tiled_s_1440x810@320x180_0_24-(4).jpg,320,180,,,1,dunnock,5,27,70,75,0,,,,,
450,_,tiled,tiled_s_1440x810@320x180_0_24-(4).jpg,320,180,,,2,dunnock,7,115,69,150,0,,,,,
451,_,tiled,tiled_s_1440x810@320x180_0_24-(4).jpg,320,180,,,3,great tit,124,27,202,71,0,,,,,
452,_,tiled,tiled_s_1440x810@320x180_0_24-(4).jpg,320,180,,,4,long tailed tit,241,27,293,47,0,,,,,
453,_,tiled,tiled_s_1440x810@320x180_0_25-(2).jpg,320,180,,,1,great tit,8,112,68,157,0,,,,,
454,_,tiled,tiled_s_1440x810@320x180_0_25-(2).jpg,320,180,,,2,wood pigeon,168,27,286,100,0,,,,,
455,_,tiled,tiled_s_1440x810@320x180_0_26-(4).jpg,320,180,,,1,starling,19,27,57,79,0,,,,,
456,_,tiled,tiled_s_1440x810@320x180_0_26-(4).jpg,320,180,,,2,robin,19,117,57,143,0,,,,,
457,_,tiled,tiled_s_1440x810@320x180_0_26-(4).jpg,320,180,,,3,great tit,94,89,149,143,0,,,,,
458,_,tiled,tiled_s_1440x810@320x180_0_26-(4).jpg,320,180,,,4,mouse,193,89,233,119,0,,,,,
459,_,tiled,tiled_s_1440x810@320x180_0_27-(2).jpg,320,180,,,1,sparrow,149,85,190,135,0,,,,,
460,_,tiled,tiled_s_1440x810@320x180_0_27-(2).jpg,320,180,,,2,long tailed tit,228,85,280,105,0,,,,,
461,_,tiled,tiled_s_1440x810@320x180_0_28-(3).jpg,320,180,,,1,blue tit,24,27,52,64,0,,,,,
462,_,tiled,tiled_s_1440x810@320x180_0_28-(3).jpg,320,180,,,2,mouse,26,110,50,133,0,,,,,
463,_,tiled,tiled_s_1440x810@320x180_0_28-(3).jpg,320,180,,,3,blackbird,89,27,144,57,0,,,,,
464,_,tiled,tiled_s_1440x810@320x180_0_29-(2).jpg,320,180,,,1,sparrow,29,121,47,138,0,,,,,
465,_,tiled,tiled_s_1440x810@320x180_0_29-(2).jpg,320,180,,,2,goldfinch,213,121,248,157,0,,,,,
466,_,tiled,tiled_s_1440x810@320x180_0_3-(1).jpg,320,180,,,1,robin,203,27,252,69,0,,,,,
467,_,tiled,tiled_s_1440x810@320x180_0_30-(2).jpg,320,180,,,1,great tit,4,27,72,68,0,,,,,
468,_,tiled,tiled_s_1440x810@320x180_0_30-(2).jpg,320,180,,,2,collared dove,201,27,278,84,0,,,,,
469,_,tiled,tiled_s_1440x810@320x180_0_31-(2).jpg,320,180,,,1,robin,77,27,138,106,0,,,,,
470,_,tiled,tiled_s_1440x810@320x180_0_31-(2).jpg,320,180,,,2,starling,191,120,278,154,0,,,,,
471,_,tiled,tiled_s_1440x810@320x180_0_32-(3).jpg,320,180,,,1,blue tit,26,25,49,61,0,,,,,
472,_,tiled,tiled_s_1440x810@320x180_0_32-(3).jpg,320,180,,,2,blackbird,94,27,133,76,0,,,,,
473,_,tiled,tiled_s_1440x810@320x180_0_32-(3).jpg,320,180,,,3,robin,165,27,231,86,0,,,,,
474,_,tiled,tiled_s_1440x810@320x180_0_33-(2).jpg,320,180,,,1,starling,20,121,56,161,0,,,,,
475,_,tiled,tiled_s_1440x810@320x180_0_33-(2).jpg,320,180,,,2,sparrow,120,81,240,136,0,,,,,
476,_,tiled,tiled_s_1440x810@320x180_0_34-(4).jpg,320,180,,,1,collared dove,21,91,55,148,0,,,,,
477,_,tiled,tiled_s_1440x810@320x180_0_34-(4).jpg,320,180,,,2,sparrow,94,27,147,78,0,,,,,
478,_,tiled,tiled_s_1440x810@320x180_0_34-(4).jpg,320,180,,,3,blue tit,109,117,132,138,0,,,,,
479,_,tiled,tiled_s_1440x810@320x180_0_34-(4).jpg,320,180,,,4,blackbird,182,97,242,152,0,,,,,
480,_,tiled,tiled_s_1440x810@320x180_0_35-(2).jpg,320,180,,,1,blackbird,102,27,141,76,0,,,,,
481,_,tiled,tiled_s_1440x810@320x180_0_35-(2).jpg,320,180,,,2,starling,194,112,282,145,0,,,,,
482,_,tiled,tiled_s_1440x810@320x180_0_36-(4).jpg,320,180,,,1,sparrow,27,25,117,76,0,,,,,
483,_,tiled,tiled_s_1440x810@320x180_0_36-(4).jpg,320,180,,,2,robin,12,115,63,170,0,,,,,
484,_,tiled,tiled_s_1440x810@320x180_0_36-(4).jpg,320,180,,,3,goldfinch,166,27,197,109,0,,,,,
485,_,tiled,tiled_s_1440x810@320x180_0_36-(4).jpg,320,180,,,4,collared dove,233,27,290,138,0,,,,,
486,_,tiled,tiled_s_1440x810@320x180_0_37-(4).jpg,320,180,,,1,blackbird,8,27,68,106,0,,,,,
487,_,tiled,tiled_s_1440x810@320x180_0_37-(4).jpg,320,180,,,2,wood pigeon,103,27,162,84,0,,,,,
488,_,tiled,tiled_s_1440x810@320x180_0_37-(4).jpg,320,180,,,3,dunnock,196,27,258,76,0,,,,,
489,_,tiled,tiled_s_1440x810@320x180_0_37-(4).jpg,320,180,,,4,blackbird,196,116,258,144,0,,,,,
490,_,tiled,tiled_s_1440x810@320x180_0_38-(1).jpg,320,180,,,1,wood pigeon,27,27,170,89,0,,,,,
491,_,tiled,tiled_s_1440x810@320x180_0_4-(2).jpg,320,180,,,1,sparrow,89,27,181,77,0,,,,,
492,_,tiled,tiled_s_1440x810@320x180_0_4-(2).jpg,320,180,,,2,great tit,142,116,176,160,0,,,,,
493,_,tiled,tiled_s_1440x810@320x180_0_5-(2).jpg,320,180,,,1,dunnock,8,27,68,61,0,,,,,
494,_,tiled,tiled_s_1440x810@320x180_0_5-(2).jpg,320,180,,,2,robin,28,108,47,145,0,,,,,
495,_,tiled,tiled_s_1440x810@320x180_0_6-(2).jpg,320,180,,,1,collared dove,83,27,146,96,0,,,,,
496,_,tiled,tiled_s_1440x810@320x180_0_6-(2).jpg,320,180,,,2,great tit,175,88,246,113,0,,,,,
497,_,tiled,tiled_s_1440x810@320x180_0_7-(4).jpg,320,180,,,1,blue tit,28,27,48,52,0,,,,,
498,_,tiled,tiled_s_1440x810@320x180_0_7-(4).jpg,320,180,,,2,mouse,29,104,47,136,0,,,,,
499,_,tiled,tiled_s_1440x810@320x180_0_7-(4).jpg,320,180,,,3,blue tit,101,27,124,60,0,,,,,
500,_,tiled,tiled_s_1440x810@320x180_0_7-(4).jpg,320,180,,,4,mouse,180,27,197,60,0,,,,,
501,_,tiled,tiled_s_1440x810@320x180_0_8-(2).jpg,320,180,,,1,sparrow,226,21,288,83,0,,,,,
502,_,tiled,tiled_s_1440x810@320x180_0_8-(2).jpg,320,180,,,2,long tailed tit,240,116,275,140,0,,,,,
503,_,tiled,tiled_s_1440x810@320x180_1_1-(2).jpg,320,180,,,1,starling,167,27,255,60,0,,,,,
504,_,tiled,tiled_s_1440x810@320x180_1_1-(2).jpg,320,180,,,2,blue tit,248,108,268,133,0,,,,,
505,_,tiled,tiled_s_1440x810@320x180_1_10-(3).jpg,320,180,,,1,sparrow,27,27,108,77,0,,,,,
506,_,tiled,tiled_s_1440x810@320x180_1_10-(3).jpg,320,180,,,2,blackbird,18,116,57,165,0,,,,,
507,_,tiled,tiled_s_1440x810@320x180_1_10-(3).jpg,320,180,,,3,great tit,222,104,290,145,0,,,,,
508,_,tiled,tiled_s_1440x810@320x180_1_11-(3).jpg,320,180,,,1,dunnock,7,27,68,81,0,,,,,
509,_,tiled,tiled_s_1440x810@320x180_1_11-(3).jpg,320,180,,,2,sparrow,10,118,66,169,0,,,,,
510,_,tiled,tiled_s_1440x810@320x180_1_11-(3).jpg,320,180,,,3,sparrow,124,111,142,128,0,,,,,
511,_,tiled,tiled_s_1440x810@320x180_1_12-(1).jpg,320,180,,,1,mouse,124,91,142,124,0,,,,,
512,_,tiled,tiled_s_1440x810@320x180_1_13-(1).jpg,320,180,,,1,long tailed tit,106,104,134,159,0,,,,,
513,_,tiled,tiled_s_1440x810@320x180_1_14-(2).jpg,320,180,,,1,great tit,27,27,105,71,0,,,,,
514,_,tiled,tiled_s_1440x810@320x180_1_14-(2).jpg,320,180,,,2,blue tit,158,27,181,60,0,,,,,
515,_,tiled,tiled_s_1440x810@320x180_1_15-(4).jpg,320,180,,,1,long tailed tit,12,27,64,47,0,,,,,
516,_,tiled,tiled_s_1440x810@320x180_1_15-(4).jpg,320,180,,,2,collared dove,21,101,55,158,0,,,,,
517,_,tiled,tiled_s_1440x810@320x180_1_15-(4).jpg,320,180,,,3,starling,110,27,147,72,0,,,,,
518,_,tiled,tiled_s_1440x810@320x180_1_15-(4).jpg,320,180,,,4,long tailed tit,111,113,146,137,0,,,,,
519,_,tiled,tiled_s_1440x810@320x180_1_16-(4).jpg,320,180,,,1,goldfinch,22,27,53,109,0,,,,,
520,_,tiled,tiled_s_1440x810@320x180_1_16-(4).jpg,320,180,,,2,mouse,98,27,138,57,0,,,,,
521,_,tiled,tiled_s_1440x810@320x180_1_16-(4).jpg,320,180,,,3,dunnock,103,106,133,143,0,,,,,
522,_,tiled,tiled_s_1440x810@320x180_1_16-(4).jpg,320,180,,,4,blue tit,244,27,276,81,0,,,,,
523,_,tiled,tiled_s_1440x810@320x180_1_17-(5).jpg,320,180,,,1,blue tit,24,27,52,64,0,,,,,
524,_,tiled,tiled_s_1440x810@320x180_1_17-(5).jpg,320,180,,,2,sparrow,105,27,198,77,0,,,,,
525,_,tiled,tiled_s_1440x810@320x180_1_17-(5).jpg,320,180,,,3,great tit,245,27,280,70,0,,,,,
526,_,tiled,tiled_s_1440x810@320x180_1_17-(5).jpg,320,180,,,4,blue tit,105,116,128,150,0,,,,,
527,_,tiled,tiled_s_1440x810@320x180_1_17-(5).jpg,320,180,,,5,starling,181,116,269,150,0,,,,,
528,_,tiled,tiled_s_1440x810@320x180_1_18-(3).jpg,320,180,,,1,collared dove,27,27,104,84,0,,,,,
529,_,tiled,tiled_s_1440x810@320x180_1_18-(3).jpg,320,180,,,2,wood pigeon,147,27,190,56,0,,,,,
530,_,tiled,tiled_s_1440x810@320x180_1_18-(3).jpg,320,180,,,3,starling,232,99,292,133,0,,,,,
531,_,tiled,tiled_s_1440x810@320x180_1_19-(1).jpg,320,180,,,1,mouse,251,27,281,78,0,,,,,
532,_,tiled,tiled_s_1440x810@320x180_1_2-(2).jpg,320,180,,,1,collared dove,104,27,161,138,0,,,,,
533,_,tiled,tiled_s_1440x810@320x180_1_2-(2).jpg,320,180,,,2,robin,277,118,293,142,0,,,,,
534,_,tiled,tiled_s_1440x810@320x180_1_20-(4).jpg,320,180,,,1,goldfinch,21,27,55,63,0,,,,,
535,_,tiled,tiled_s_1440x810@320x180_1_20-(4).jpg,320,180,,,2,long tailed tit,21,109,55,171,0,,,,,
536,_,tiled,tiled_s_1440x810@320x180_1_20-(4).jpg,320,180,,,3,robin,209,27,270,106,0,,,,,
537,_,tiled,tiled_s_1440x810@320x180_1_20-(4).jpg,320,180,,,4,great tit,204,124,275,150,0,,,,,
538,_,tiled,tiled_s_1440x810@320x180_1_21-(4).jpg,320,180,,,1,robin,98,27,136,52,0,,,,,
539,_,tiled,tiled_s_1440x810@320x180_1_21-(4).jpg,320,180,,,2,robin,101,104,133,138,0,,,,,
540,_,tiled,tiled_s_1440x810@320x180_1_21-(4).jpg,320,180,,,3,long tailed tit,259,27,288,82,0,,,,,
541,_,tiled,tiled_s_1440x810@320x180_1_21-(4).jpg,320,180,,,4,blue tit,264,119,284,144,0,,,,,
542,_,tiled,tiled_s_1440x810@320x180_1_22-(2).jpg,320,180,,,1,starling,19,27,57,79,0,,,,,
543,_,tiled,tiled_s_1440x810@320x180_1_22-(2).jpg,320,180,,,2,blue tit,176,27,231,72,0,,,,,
544,_,tiled,tiled_s_1440x810@320x180_1_23-(4).jpg,320,180,,,1,dunnock,14,27,62,92,0,,,,,
545,_,tiled,tiled_s_1440x810@320x180_1_23-(4).jpg,320,180,,,2,wood pigeon,28,124,48,160,0,,,,,
546,_,tiled,tiled_s_1440x810@320x180_1_23-(4).jpg,320,180,,,3,blue tit,106,27,148,67,0,,,,,
547,_,tiled,tiled_s_1440x810@320x180_1_23-(4).jpg,320,180,,,4,robin,179,97,245,156,0,,,,,
548,_,tiled,tiled_s_1440x810@320x180_1_24-(2).jpg,320,180,,,1,mouse,26,27,50,50,0,,,,,
549,_,tiled,tiled_s_1440x810@320x180_1_24-(2).jpg,320,180,,,2,dunnock,84,27,144,61,0,,,,,
550,_,tiled,tiled_s_1440x810@320x180_1_25-(4).jpg,320,180,,,1,goldfinch,24,27,52,90,0,,,,,
551,_,tiled,tiled_s_1440x810@320x180_1_25-(4).jpg,320,180,,,2,blue tit,26,121,49,157,0,,,,,
552,_,tiled,tiled_s_1440x810@320x180_1_25-(4).jpg,320,180,,,3,wood pigeon,105,27,248,89,0,,,,,
553,_,tiled,tiled_s_1440x810@320x180_1_25-(4).jpg,320,180,,,4,blackbird,168,122,223,152,0,,,,,
554,_,tiled,tiled_s_1440x810@320x180_1_26-(1).jpg,320,180,,,1,starling,82,118,118,157,0,,,,,
555,_,tiled,tiled_s_1440x810@320x180_1_27-(2).jpg,320,180,,,1,blackbird,18,27,57,76,0,,,,,
556,_,tiled,tiled_s_1440x810@320x180_1_27-(2).jpg,320,180,,,2,blackbird,92,27,152,81,0,,,,,
557,_,tiled,tiled_s_1440x810@320x180_1_29-(4).jpg,320,180,,,1,sparrow,11,27,65,78,0,,,,,
558,_,tiled,tiled_s_1440x810@320x180_1_29-(4).jpg,320,180,,,2,long tailed tit,20,117,55,141,0,,,,,
559,_,tiled,tiled_s_1440x810@320x180_1_29-(4).jpg,320,180,,,3,sparrow,93,27,165,72,0,,,,,
560,_,tiled,tiled_s_1440x810@320x180_1_29-(4).jpg,320,180,,,4,starling,196,102,264,146,0,,,,,
561,_,tiled,tiled_s_1440x810@320x180_1_3-(2).jpg,320,180,,,1,goldfinch,24,27,52,110,0,,,,,
562,_,tiled,tiled_s_1440x810@320x180_1_3-(2).jpg,320,180,,,2,great tit,164,27,220,60,0,,,,,
563,_,tiled,tiled_s_1440x810@320x180_1_31-(2).jpg,320,180,,,1,wood pigeon,27,85,145,158,0,,,,,
564,_,tiled,tiled_s_1440x810@320x180_1_31-(2).jpg,320,180,,,2,dunnock,186,85,233,145,0,,,,,
565,_,tiled,tiled_s_1440x810@320x180_1_32-(3).jpg,320,180,,,1,dunnock,5,27,70,75,0,,,,,
566,_,tiled,tiled_s_1440x810@320x180_1_32-(3).jpg,320,180,,,2,sparrow,115,27,155,77,0,,,,,
567,_,tiled,tiled_s_1440x810@320x180_1_32-(3).jpg,320,180,,,3,robin,119,116,151,150,0,,,,,
568,_,tiled,tiled_s_1440x810@320x180_1_33-(5).jpg,320,180,,,1,dunnock,6,27,69,76,0,,,,,
569,_,tiled,tiled_s_1440x810@320x180_1_33-(5).jpg,320,180,,,2,great tit,103,27,165,72,0,,,,,
570,_,tiled,tiled_s_1440x810@320x180_1_33-(5).jpg,320,180,,,3,robin,108,114,159,169,0,,,,,
571,_,tiled,tiled_s_1440x810@320x180_1_33-(5).jpg,320,180,,,4,blue tit,209,27,249,80,0,,,,,
572,_,tiled,tiled_s_1440x810@320x180_1_33-(5).jpg,320,180,,,5,goldfinch,207,118,252,157,0,,,,,
573,_,tiled,tiled_s_1440x810@320x180_1_34-(3).jpg,320,180,,,1,blackbird,60,118,132,166,0,,,,,
574,_,tiled,tiled_s_1440x810@320x180_1_34-(3).jpg,320,180,,,2,collared dove,196,27,259,96,0,,,,,
575,_,tiled,tiled_s_1440x810@320x180_1_34-(3).jpg,320,180,,,3,long tailed tit,202,126,253,146,0,,,,,
576,_,tiled,tiled_s_1440x810@320x180_1_35-(3).jpg,320,180,,,1,blackbird,96,27,209,82,0,,,,,
577,_,tiled,tiled_s_1440x810@320x180_1_35-(3).jpg,320,180,,,2,blue tit,96,119,186,158,0,,,,,
578,_,tiled,tiled_s_1440x810@320x180_1_35-(3).jpg,320,180,,,3,dunnock,219,119,281,153,0,,,,,
579,_,tiled,tiled_s_1440x810@320x180_1_36-(3).jpg,320,180,,,1,wood pigeon,8,27,68,84,0,,,,,
580,_,tiled,tiled_s_1440x810@320x180_1_36-(3).jpg,320,180,,,2,great tit,8,120,68,149,0,,,,,
581,_,tiled,tiled_s_1440x810@320x180_1_36-(3).jpg,320,180,,,3,great tit,237,27,291,81,0,,,,,
582,_,tiled,tiled_s_1440x810@320x180_1_37-(1).jpg,320,180,,,1,sparrow,27,27,146,82,0,,,,,
583,_,tiled,tiled_s_1440x810@320x180_1_39-(1).jpg,320,180,,,1,robin,8,27,68,106,0,,,,,
584,_,tiled,tiled_s_1440x810@320x180_1_4-(3).jpg,320,180,,,1,sparrow,12,27,64,93,0,,,,,
585,_,tiled,tiled_s_1440x810@320x180_1_4-(3).jpg,320,180,,,2,sparrow,120,104,137,121,0,,,,,
586,_,tiled,tiled_s_1440x810@320x180_1_4-(3).jpg,320,180,,,3,blackbird,177,27,238,106,0,,,,,
587,_,tiled,tiled_s_1440x810@320x180_1_5-(5).jpg,320,180,,,1,robin,28,27,47,64,0,,,,,
588,_,tiled,tiled_s_1440x810@320x180_1_5-(5).jpg,320,180,,,2,blue tit,30,110,46,134,0,,,,,
589,_,tiled,tiled_s_1440x810@320x180_1_5-(5).jpg,320,180,,,3,great tit,152,27,211,72,0,,,,,
590,_,tiled,tiled_s_1440x810@320x180_1_5-(5).jpg,320,180,,,4,mouse,267,27,284,60,0,,,,,
591,_,tiled,tiled_s_1440x810@320x180_1_5-(5).jpg,320,180,,,5,blue tit,170,114,192,135,0,,,,,
592,_,tiled,tiled_s_1440x810@320x180_1_7-(2).jpg,320,180,,,1,starling,24,86,51,119,0,,,,,
593,_,tiled,tiled_s_1440x810@320x180_1_7-(2).jpg,320,180,,,2,sparrow,104,84,195,136,0,,,,,
594,_,tiled,tiled_s_1440x810@320x180_1_8-(1).jpg,320,180,,,1,blackbird,145,27,207,55,0,,,,,
595,_,tiled,tiled_s_1440x810@320x180_1_9-(2).jpg,320,180,,,1,robin,14,27,62,69,0,,,,,
596,_,tiled,tiled_s_1440x810@320x180_1_9-(2).jpg,320,180,,,2,sparrow,95,21,158,83,0,,,,,
597,_,tiled,tiled_s_1440x810@320x180_2_1-(4).jpg,320,180,,,1,starling,27,27,114,60,0,,,,,
598,_,tiled,tiled_s_1440x810@320x180_2_1-(4).jpg,320,180,,,2,dunnock,7,108,68,162,0,,,,,
599,_,tiled,tiled_s_1440x810@320x180_2_1-(4).jpg,320,180,,,3,sparrow,167,27,287,82,0,,,,,
600,_,tiled,tiled_s_1440x810@320x180_2_1-(4).jpg,320,180,,,4,great tit,149,119,208,148,0,,,,,
601,_,tiled,tiled_s_1440x810@320x180_2_10-(2).jpg,320,180,,,1,wood pigeon,109,27,228,100,0,,,,,
602,_,tiled,tiled_s_1440x810@320x180_2_10-(2).jpg,320,180,,,2,sparrow,207,128,224,144,0,,,,,
603,_,tiled,tiled_s_1440x810@320x180_2_11-(3).jpg,320,180,,,1,collared dove,27,27,104,84,0,,,,,
604,_,tiled,tiled_s_1440x810@320x180_2_11-(3).jpg,320,180,,,2,great tit,10,120,66,153,0,,,,,
605,_,tiled,tiled_s_1440x810@320x180_2_11-(3).jpg,320,180,,,3,long tailed tit,151,91,186,115,0,,,,,
606,_,tiled,tiled_s_1440x810@320x180_2_12-(3).jpg,320,180,,,1,sparrow,103,25,194,76,0,,,,,
607,_,tiled,tiled_s_1440x810@320x180_2_12-(3).jpg,320,180,,,2,sparrow,94,115,135,165,0,,,,,
608,_,tiled,tiled_s_1440x810@320x180_2_12-(3).jpg,320,180,,,3,blue tit,171,115,227,161,0,,,,,
609,_,tiled,tiled_s_1440x810@320x180_2_13-(3).jpg,320,180,,,1,dunnock,23,27,53,64,0,,,,,
610,_,tiled,tiled_s_1440x810@320x180_2_13-(3).jpg,320,180,,,2,wood pigeon,28,110,48,146,0,,,,,
611,_,tiled,tiled_s_1440x810@320x180_2_13-(3).jpg,320,180,,,3,mouse,268,112,293,135,0,,,,,
612,_,tiled,tiled_s_1440x810@320x180_2_14-(2).jpg,320,180,,,1,robin,154,104,185,138,0,,,,,
613,_,tiled,tiled_s_1440x810@320x180_2_14-(2).jpg,320,180,,,2,dunnock,225,104,274,169,0,,,,,
614,_,tiled,tiled_s_1440x810@320x180_2_15-(3).jpg,320,180,,,1,blue tit,178,25,201,61,0,,,,,
615,_,tiled,tiled_s_1440x810@320x180_2_15-(3).jpg,320,180,,,2,wood pigeon,244,27,288,56,0,,,,,
616,_,tiled,tiled_s_1440x810@320x180_2_15-(3).jpg,320,180,,,3,blackbird,162,108,218,138,0,,,,,
617,_,tiled,tiled_s_1440x810@320x180_2_16-(4).jpg,320,180,,,1,long tailed tit,12,112,64,132,0,,,,,
618,_,tiled,tiled_s_1440x810@320x180_2_16-(4).jpg,320,180,,,2,starling,168,27,255,60,0,,,,,
619,_,tiled,tiled_s_1440x810@320x180_2_16-(4).jpg,320,180,,,3,goldfinch,156,108,201,147,0,,,,,
620,_,tiled,tiled_s_1440x810@320x180_2_16-(4).jpg,320,180,,,4,mouse,257,108,275,140,0,,,,,
621,_,tiled,tiled_s_1440x810@320x180_2_17-(3).jpg,320,180,,,1,great tit,8,27,68,72,0,,,,,
622,_,tiled,tiled_s_1440x810@320x180_2_17-(3).jpg,320,180,,,2,dunnock,100,27,165,75,0,,,,,
623,_,tiled,tiled_s_1440x810@320x180_2_17-(3).jpg,320,180,,,3,dunnock,101,115,164,164,0,,,,,
624,_,tiled,tiled_s_1440x810@320x180_2_18-(1).jpg,320,180,,,1,blue tit,96,86,119,120,0,,,,,
625,_,tiled,tiled_s_1440x810@320x180_2_19-(5).jpg,320,180,,,1,robin,12,27,63,82,0,,,,,
626,_,tiled,tiled_s_1440x810@320x180_2_19-(5).jpg,320,180,,,2,robin,28,118,47,155,0,,,,,
627,_,tiled,tiled_s_1440x810@320x180_2_19-(5).jpg,320,180,,,3,blue tit,117,27,139,48,0,,,,,
628,_,tiled,tiled_s_1440x810@320x180_2_19-(5).jpg,320,180,,,4,blue tit,187,27,219,81,0,,,,,
629,_,tiled,tiled_s_1440x810@320x180_2_19-(5).jpg,320,180,,,5,sparrow,275,27,293,44,0,,,,,
630,_,tiled,tiled_s_1440x810@320x180_2_2-(5).jpg,320,180,,,1,blackbird,27,27,139,82,0,,,,,
631,_,tiled,tiled_s_1440x810@320x180_2_2-(5).jpg,320,180,,,2,robin,14,119,62,161,0,,,,,
632,_,tiled,tiled_s_1440x810@320x180_2_2-(5).jpg,320,180,,,3,robin,118,119,134,142,0,,,,,
633,_,tiled,tiled_s_1440x810@320x180_2_2-(5).jpg,320,180,,,4,great tit,182,119,216,162,0,,,,,
634,_,tiled,tiled_s_1440x810@320x180_2_2-(5).jpg,320,180,,,5,blue tit,271,119,291,144,0,,,,,
635,_,tiled,tiled_s_1440x810@320x180_2_20-(2).jpg,320,180,,,1,sparrow,7,21,69,83,0,,,,,
636,_,tiled,tiled_s_1440x810@320x180_2_20-(2).jpg,320,180,,,2,blue tit,24,116,52,153,0,,,,,
637,_,tiled,tiled_s_1440x810@320x180_2_21-(2).jpg,320,180,,,1,great tit,4,27,72,68,0,,,,,
638,_,tiled,tiled_s_1440x810@320x180_2_21-(2).jpg,320,180,,,2,wood pigeon,179,27,239,84,0,,,,,
639,_,tiled,tiled_s_1440x810@320x180_2_22-(5).jpg,320,180,,,1,blue tit,30,27,46,51,0,,,,,
640,_,tiled,tiled_s_1440x810@320x180_2_22-(5).jpg,320,180,,,2,great tit,83,27,138,81,0,,,,,
641,_,tiled,tiled_s_1440x810@320x180_2_22-(5).jpg,320,180,,,3,blue tit,100,118,120,144,0,,,,,
642,_,tiled,tiled_s_1440x810@320x180_2_22-(5).jpg,320,180,,,4,starling,263,27,290,60,0,,,,,
643,_,tiled,tiled_s_1440x810@320x180_2_22-(5).jpg,320,180,,,5,blackbird,172,111,232,166,0,,,,,
644,_,tiled,tiled_s_1440x810@320x180_2_23-(1).jpg,320,180,,,1,dunnock,139,97,199,131,0,,,,,
645,_,tiled,tiled_s_1440x810@320x180_2_24-(4).jpg,320,180,,,1,long tailed tit,20,121,55,145,0,,,,,
646,_,tiled,tiled_s_1440x810@320x180_2_24-(4).jpg,320,180,,,2,blackbird,243,27,282,76,0,,,,,
647,_,tiled,tiled_s_1440x810@320x180_2_24-(4).jpg,320,180,,,3,robin,112,118,150,144,0,,,,,
648,_,tiled,tiled_s_1440x810@320x180_2_24-(4).jpg,320,180,,,4,blue tit,204,118,293,158,0,,,,,
649,_,tiled,tiled_s_1440x810@320x180_2_25-(3).jpg,320,180,,,1,starling,8,120,68,154,0,,,,,
650,_,tiled,tiled_s_1440x810@320x180_2_25-(3).jpg,320,180,,,2,starling,118,91,156,144,0,,,,,
651,_,tiled,tiled_s_1440x810@320x180_2_25-(3).jpg,320,180,,,3,goldfinch,204,91,238,127,0,,,,,
652,_,tiled,tiled_s_1440x810@320x180_2_26-(2).jpg,320,180,,,1,collared dove,90,97,153,166,0,,,,,
653,_,tiled,tiled_s_1440x810@320x180_2_26-(2).jpg,320,180,,,2,long tailed tit,203,97,232,152,0,,,,,
654,_,tiled,tiled_s_1440x810@320x180_2_27-(2).jpg,320,180,,,1,sparrow,27,27,119,77,0,,,,,
655,_,tiled,tiled_s_1440x810@320x180_2_27-(2).jpg,320,180,,,2,great tit,7,116,69,162,0,,,,,
656,_,tiled,tiled_s_1440x810@320x180_2_28-(2).jpg,320,180,,,1,long tailed tit,23,104,52,160,0,,,,,
657,_,tiled,tiled_s_1440x810@320x180_2_28-(2).jpg,320,180,,,2,goldfinch,103,27,131,90,0,,,,,
658,_,tiled,tiled_s_1440x810@320x180_2_29-(3).jpg,320,180,,,1,starling,20,27,56,66,0,,,,,
659,_,tiled,tiled_s_1440x810@320x180_2_29-(3).jpg,320,180,,,2,sparrow,84,27,157,72,0,,,,,
660,_,tiled,tiled_s_1440x810@320x180_2_29-(3).jpg,320,180,,,3,blue tit,101,114,140,167,0,,,,,
661,_,tiled,tiled_s_1440x810@320x180_2_3-(2).jpg,320,180,,,1,blackbird,85,27,158,74,0,,,,,
662,_,tiled,tiled_s_1440x810@320x180_2_3-(2).jpg,320,180,,,2,great tit,86,91,157,116,0,,,,,
663,_,tiled,tiled_s_1440x810@320x180_2_30-(2).jpg,320,180,,,1,collared dove,9,27,66,138,0,,,,,
664,_,tiled,tiled_s_1440x810@320x180_2_30-(2).jpg,320,180,,,2,goldfinch,115,97,146,180,0,,,,,
665,_,tiled,tiled_s_1440x810@320x180_2_31-(3).jpg,320,180,,,1,robin,5,81,71,140,0,,,,,
666,_,tiled,tiled_s_1440x810@320x180_2_31-(3).jpg,320,180,,,2,dunnock,112,81,159,140,0,,,,,
667,_,tiled,tiled_s_1440x810@320x180_2_31-(3).jpg,320,180,,,3,goldfinch,209,81,237,164,0,,,,,
668,_,tiled,tiled_s_1440x810@320x180_2_32-(3).jpg,320,180,,,1,blackbird,18,97,57,146,0,,,,,
669,_,tiled,tiled_s_1440x810@320x180_2_32-(3).jpg,320,180,,,2,blackbird,91,97,153,125,0,,,,,
670,_,tiled,tiled_s_1440x810@320x180_2_32-(3).jpg,320,180,,,3,starling,199,97,236,142,0,,,,,
671,_,tiled,tiled_s_1440x810@320x180_2_33-(3).jpg,320,180,,,1,long tailed tit,21,27,55,89,0,,,,,
